gm,game_date,home_away,opp,result,r,ra,record,rank,gb,time,time_minutes,day_night,attendance,year,wins,losses,win_pct,game_day
5,1983-04-10,boxscore,TEX,L,7,9,2-3,4,-1.0,2:40:00,160.0,D,18597,1983,2,3,0.4,Sunday
4,1983-04-09,boxscore,TEX,L,3,10,2-2,3,-1.0,2:44:00,164.0,N,20850,1983,2,2,0.5,Saturday
3,1983-04-08,boxscore,TEX,W,8,5,2-1,1,0.0,2:49:00,169.0,N,7726,1983,2,1,0.67,Friday
2,1983-04-07,boxscore,TOR,W,7,4,1-1,3,-0.5,2:06:00,126.0,D,9603,1983,1,1,0.5,Thursday
1,1983-04-05,boxscore,TOR,L,1,7,0-1,4,-1.0,2:19:00,139.0,D,33852,1983,0,1,0.0,Tuesday
162,1982-10-03,boxscore,NYY,W,5,3,89-73,3,-6.0,2:54:00,174.0,D,31465,1982,89,73,0.55,Sunday
161,1982-10-02,boxscore,NYY,W,5,0,88-73,3,-6.0,2:17:00,137.0,D,36917,1982,88,73,0.55,Saturday
160,1982-10-01,boxscore,NYY,W,3,2,87-73,3,-7.0,3:12:00,192.0,N,26142,1982,87,73,0.54,Friday
159,1982-09-30,boxscore,MIL,W,9,4,86-73,3,-8.5,3:01:00,181.0,N,21268,1982,86,73,0.54,Thursday
158,1982-09-29,boxscore,MIL,L,3,6,85-73,3,-9.5,3:07:00,187.0,N,18390,1982,85,73,0.54,Wednesday
157,1982-09-28,boxscore,MIL,L,3,9,85-72,3,-8.5,2:45:00,165.0,N,19356,1982,85,72,0.54,Tuesday
156,1982-09-27,boxscore,NYY,L,3,10,85-71,3,-7.5,2:49:00,169.0,N,21359,1982,85,71,0.54,Monday
155,1982-09-26,boxscore,NYY,W,5,2,85-70,3,-7.0,2:32:00,152.0,D,32793,1982,85,70,0.55,Sunday
154,1982-09-25,boxscore,NYY,L,2,6,84-70,3,-8.0,2:34:00,154.0,D,33559,1982,84,70,0.55,Saturday
153,1982-09-24,boxscore,NYY,W,4,2,84-69,3,-8.0,2:22:00,142.0,N,32077,1982,84,69,0.55,Friday
152,1982-09-22,boxscore,MIL,L,1,3,83-69,3,-8.0,2:09:00,129.0,N,24150,1982,83,69,0.55,Wednesday
151,1982-09-21,boxscore,MIL,W,4,3,83-68,3,-7.0,3:01:00,181.0,N,19864,1982,83,68,0.55,Tuesday
150,1982-09-20,boxscore,MIL,L,3,4,82-68,3,-8.0,2:48:00,168.0,N,13641,1982,82,68,0.55,Monday
149,1982-09-19,boxscore,DET,W,6,4,82-67,3,-7.0,2:46:00,166.0,D,16209,1982,82,67,0.55,Sunday
148,1982-09-18,boxscore,DET,W,6,2,81-67,3,-7.0,2:47:00,167.0,D,18425,1982,81,67,0.55,Saturday
147,1982-09-17,boxscore,DET,L,1,5,80-67,3,-7.0,2:06:00,126.0,N,17451,1982,80,67,0.54,Friday
146,1982-09-16,boxscore,DET,L,2,4,80-66,3,-6.0,2:15:00,135.0,N,8253,1982,80,66,0.55,Thursday
145,1982-09-15,boxscore,CLE,L,4,7,80-65,3,-5.5,2:57:00,177.0,N,15264,1982,80,65,0.55,Wednesday
144,1982-09-14,boxscore,CLE,W,12,1,80-64,3,-4.5,3:13:00,193.0,N,15765,1982,80,64,0.56,Tuesday
143,1982-09-13,boxscore,CLE,L,3,4,79-64,3,-4.5,3:01:00,181.0,N,19717,1982,79,64,0.55,Monday
142,1982-09-13,boxscore,CLE,L,1,3,79-63,3,-4.5,2:44:00,164.0,N,0,1982,79,63,0.56,Monday
141,1982-09-12,boxscore,DET,W,10,7,79-62,3,-4.0,2:32:00,152.0,D,25154,1982,79,62,0.56,Sunday
140,1982-09-11,boxscore,DET,W,13,3,78-62,3,-5.0,3:03:00,183.0,D,25451,1982,78,62,0.56,Saturday
139,1982-09-10,boxscore,DET,L,4,6,77-62,3,-6.0,2:44:00,164.0,N,27199,1982,77,62,0.55,Friday
138,1982-09-08,boxscore,CLE,L,0,2,77-61,3,-5.5,2:22:00,142.0,N,4907,1982,77,61,0.56,Wednesday
137,1982-09-07,boxscore,CLE,L,4,5,77-60,3,-4.5,3:11:00,191.0,N,4219,1982,77,60,0.56,Tuesday
136,1982-09-06,boxscore,CLE,W,10,3,77-59,3,-3.5,2:53:00,173.0,D,37699,1982,77,59,0.57,Monday
135,1982-09-05,boxscore,SEA,W,6,5,76-59,3,-4.5,3:03:00,183.0,D,22717,1982,76,59,0.56,Sunday
134,1982-09-04,boxscore,SEA,L,3,4,75-59,3,-4.5,2:47:00,167.0,D,21744,1982,75,59,0.56,Saturday
133,1982-09-03,boxscore,SEA,W,10,8,75-58,2,-3.5,3:00:00,180.0,N,22586,1982,75,58,0.56,Friday
132,1982-09-01,boxscore,OAK,W,7,4,74-58,2,-4.5,3:03:00,183.0,N,18489,1982,74,58,0.56,Wednesday
131,1982-08-31,boxscore,OAK,W,4,0,73-58,2,-4.5,1:54:00,114.0,N,23550,1982,73,58,0.56,Tuesday
130,1982-08-30,boxscore,OAK,W,9,7,72-58,2,-4.5,2:40:00,160.0,N,24128,1982,72,58,0.55,Monday
129,1982-08-29,boxscore,CAL,W,9,3,71-58,2,-5.5,2:37:00,157.0,D,32356,1982,71,58,0.55,Sunday
128,1982-08-28,boxscore,CAL,W,7,6,70-58,2,-5.5,3:20:00,200.0,D,34772,1982,70,58,0.55,Saturday
127,1982-08-27,boxscore,CAL,L,6,7,69-58,2,-6.5,2:35:00,155.0,N,32755,1982,69,58,0.54,Friday
126,1982-08-26,boxscore,CAL,W,4,3,69-57,2,-5.5,2:10:00,130.0,N,31406,1982,69,57,0.55,Thursday
125,1982-08-26,boxscore,CAL,L,1,10,68-57,2,-5.5,2:36:00,156.0,D,19902,1982,68,57,0.54,Thursday
124,1982-08-24,boxscore,SEA,W,5,4,68-56,2,-5.0,3:18:00,198.0,N,27087,1982,68,56,0.55,Tuesday
123,1982-08-23,boxscore,SEA,W,4,3,67-56,2,-5.0,3:14:00,194.0,N,11748,1982,67,56,0.54,Monday
122,1982-08-22,boxscore,OAK,W,4,2,66-56,2,-6.0,2:22:00,142.0,D,31398,1982,66,56,0.54,Sunday
121,1982-08-21,boxscore,OAK,L,5,12,65-56,2,-6.0,2:42:00,162.0,D,36162,1982,65,56,0.54,Saturday
120,1982-08-20,boxscore,OAK,L,3,4,65-55,2,-5.0,3:11:00,191.0,N,20000,1982,65,55,0.54,Friday
119,1982-08-19,boxscore,CAL,L,5,8,65-54,2,-4.0,2:27:00,147.0,N,38693,1982,65,54,0.55,Thursday
118,1982-08-18,boxscore,CAL,W,4,1,65-53,2,-3.0,2:24:00,144.0,N,38432,1982,65,53,0.55,Wednesday
117,1982-08-17,boxscore,CAL,L,2,10,64-53,2,-4.0,2:54:00,174.0,N,38051,1982,64,53,0.55,Tuesday
116,1982-08-16,boxscore,BAL,W,9,4,64-52,2,-4.0,3:01:00,181.0,N,34746,1982,64,52,0.55,Monday
115,1982-08-15,boxscore,BAL,W,8,0,63-52,2,-4.5,2:15:00,135.0,D,30675,1982,63,52,0.55,Sunday
114,1982-08-14,boxscore,BAL,L,2,5,62-52,2,-5.5,2:54:00,174.0,D,31343,1982,62,52,0.54,Saturday
113,1982-08-13,boxscore,BAL,W,5,2,62-51,2,-5.5,2:14:00,134.0,N,32935,1982,62,51,0.55,Friday
112,1982-08-11,boxscore,TOR,L,3,4,61-51,2,-4.5,2:28:00,148.0,N,22012,1982,61,51,0.54,Wednesday
111,1982-08-10,boxscore,TOR,L,0,4,61-50,2,-4.5,2:16:00,136.0,N,21324,1982,61,50,0.55,Tuesday
110,1982-08-09,boxscore,TOR,L,2,4,61-49,2,-3.5,2:24:00,144.0,N,20105,1982,61,49,0.55,Monday
109,1982-08-08,boxscore,CHW,W,12,6,61-48,2,-2.5,3:04:00,184.0,D,27312,1982,61,48,0.56,Sunday
108,1982-08-07,boxscore,CHW,L,3,7,60-48,2,-2.5,2:39:00,159.0,D,33595,1982,60,48,0.56,Saturday
107,1982-08-06,boxscore,CHW,L,3,6,60-47,2,-2.5,2:48:00,168.0,N,33010,1982,60,47,0.56,Friday
106,1982-08-04,boxscore,BAL,L,2,4,60-46,2,-1.5,2:20:00,140.0,N,25625,1982,60,46,0.57,Wednesday
104,1982-08-03,boxscore,BAL,L,2,7,59-45,2,-0.5,2:27:00,147.0,N,0,1982,59,45,0.57,Tuesday
105,1982-08-03,boxscore,BAL,W,7,6,60-45,2,-0.5,2:28:00,148.0,N,41076,1982,60,45,0.57,Tuesday
103,1982-08-02,boxscore,BAL,W,5,2,59-44,1,0.0,2:37:00,157.0,N,25010,1982,59,44,0.57,Monday
102,1982-08-01,boxscore,CHW,L,2,4,58-44,2,-1.0,2:07:00,127.0,D,26047,1982,58,44,0.57,Sunday
101,1982-07-31,boxscore,CHW,L,5,7,58-43,2,-0.5,3:10:00,190.0,N,31886,1982,58,43,0.57,Saturday
100,1982-07-30,boxscore,CHW,L,6,9,58-42,1,0.5,2:51:00,171.0,N,30063,1982,58,42,0.58,Friday
99,1982-07-29,boxscore,CHW,W,7,3,58-41,1,0.5,2:43:00,163.0,N,21137,1982,58,41,0.59,Thursday
98,1982-07-28,boxscore,TOR,W,9,7,57-41,2,-0.5,2:26:00,146.0,N,18627,1982,57,41,0.58,Wednesday
97,1982-07-27,boxscore,TOR,L,1,3,56-41,2,-0.5,2:02:00,122.0,N,27077,1982,56,41,0.58,Tuesday
96,1982-07-26,boxscore,TOR,W,3,2,56-40,1,0.5,2:13:00,133.0,N,22261,1982,56,40,0.58,Monday
95,1982-07-25,boxscore,MIN,W,5,0,55-40,2,-0.5,2:15:00,135.0,D,10961,1982,55,40,0.58,Sunday
94,1982-07-24,boxscore,MIN,L,3,5,54-40,2,-1.5,2:34:00,154.0,N,15194,1982,54,40,0.57,Saturday
93,1982-07-23,boxscore,MIN,L,4,8,54-39,2,-0.5,2:10:00,130.0,N,11452,1982,54,39,0.58,Friday
92,1982-07-21,boxscore,TEX,W,6,1,54-38,2,-0.5,2:20:00,140.0,N,30225,1982,54,38,0.59,Wednesday
91,1982-07-21,boxscore,TEX,L,3,6,53-38,2,-0.5,2:36:00,156.0,N,0,1982,53,38,0.58,Wednesday
90,1982-07-19,boxscore,TEX,W,9,5,53-37,2,-0.5,2:47:00,167.0,N,19218,1982,53,37,0.59,Monday
89,1982-07-18,boxscore,KCR,L,0,9,52-37,2,-1.5,2:33:00,153.0,D,28072,1982,52,37,0.58,Sunday
88,1982-07-17,boxscore,KCR,W,8,4,52-36,2,-0.5,2:51:00,171.0,D,30962,1982,52,36,0.59,Saturday
87,1982-07-16,boxscore,KCR,W,7,3,51-36,2,-0.5,2:24:00,144.0,N,30811,1982,51,36,0.59,Friday
86,1982-07-15,boxscore,KCR,W,5,3,50-36,2,-0.5,2:26:00,146.0,N,29186,1982,50,36,0.58,Thursday
85,1982-07-11,boxscore,MIN,L,3,7,49-36,1,0.0,2:26:00,146.0,D,26910,1982,49,36,0.58,Sunday
84,1982-07-10,boxscore,MIN,W,5,4,49-35,1,1.0,2:28:00,148.0,D,26022,1982,49,35,0.58,Saturday
83,1982-07-09,boxscore,MIN,L,1,4,48-35,1,1.0,2:19:00,139.0,N,27270,1982,48,35,0.58,Friday
82,1982-07-08,boxscore,TEX,W,3,0,48-34,1,2.0,2:22:00,142.0,N,14066,1982,48,34,0.59,Thursday
81,1982-07-07,boxscore,TEX,W,8,5,47-34,1,1.0,2:37:00,157.0,N,12653,1982,47,34,0.58,Wednesday
80,1982-07-06,boxscore,KCR,L,2,6,46-34,1,0.0,2:33:00,153.0,N,22380,1982,46,34,0.57,Tuesday
79,1982-07-05,boxscore,KCR,L,3,4,46-33,1,0.5,2:31:00,151.0,N,41024,1982,46,33,0.58,Monday
78,1982-07-05,boxscore,KCR,W,4,3,46-32,1,0.5,3:36:00,216.0,N,0,1982,46,32,0.59,Monday
77,1982-07-04,boxscore,MIL,W,4,1,45-32,1,1.0,2:10:00,130.0,D,35947,1982,45,32,0.58,Sunday
76,1982-07-03,boxscore,MIL,L,0,7,44-32,1,0.0,2:42:00,162.0,N,55716,1982,44,32,0.58,Saturday
75,1982-07-02,boxscore,MIL,L,5,14,44-31,1,1.0,2:25:00,145.0,N,28957,1982,44,31,0.59,Friday
74,1982-07-01,boxscore,DET,L,4,5,44-30,1,2.0,2:12:00,132.0,N,27243,1982,44,30,0.59,Thursday
73,1982-06-30,boxscore,DET,L,3,12,44-29,1,2.0,2:30:00,150.0,N,24691,1982,44,29,0.6,Wednesday
72,1982-06-29,boxscore,DET,W,4,2,44-28,1,3.0,1:54:00,114.0,N,32697,1982,44,28,0.61,Tuesday
71,1982-06-28,boxscore,MIL,W,9,7,43-28,1,3.0,2:31:00,151.0,N,25773,1982,43,28,0.61,Monday
70,1982-06-27,boxscore,MIL,L,5,7,42-28,1,2.0,2:29:00,149.0,D,32744,1982,42,28,0.6,Sunday
69,1982-06-26,boxscore,MIL,L,10,11,42-27,1,3.0,2:46:00,166.0,D,33393,1982,42,27,0.61,Saturday
68,1982-06-25,boxscore,MIL,L,3,9,42-26,1,4.0,2:52:00,172.0,N,32656,1982,42,26,0.62,Friday
67,1982-06-23,boxscore,DET,W,10,4,42-25,1,5.0,2:46:00,166.0,N,30547,1982,42,25,0.63,Wednesday
66,1982-06-22,boxscore,DET,W,5,4,41-25,1,4.0,3:08:00,188.0,N,28215,1982,41,25,0.62,Tuesday
65,1982-06-21,boxscore,DET,W,5,1,40-25,1,3.0,2:35:00,155.0,N,24234,1982,40,25,0.62,Monday
64,1982-06-20,boxscore,CLE,L,4,5,39-25,1,2.0,3:54:00,234.0,D,26571,1982,39,25,0.61,Sunday
63,1982-06-19,boxscore,CLE,W,7,3,39-24,1,2.0,2:37:00,157.0,N,18744,1982,39,24,0.62,Saturday
62,1982-06-18,boxscore,CLE,L,3,10,38-24,1,1.0,2:27:00,147.0,N,16618,1982,38,24,0.61,Friday
61,1982-06-17,boxscore,CLE,W,6,3,38-23,1,1.0,2:36:00,156.0,N,12824,1982,38,23,0.62,Thursday
60,1982-06-16,boxscore,NYY,L,1,4,37-23,1,0.0,2:14:00,134.0,N,30267,1982,37,23,0.62,Wednesday
59,1982-06-15,boxscore,NYY,L,4,5,37-22,1,0.5,2:15:00,135.0,N,35559,1982,37,22,0.63,Tuesday
58,1982-06-14,boxscore,NYY,L,1,5,37-21,1,1.0,2:14:00,134.0,N,35159,1982,37,21,0.64,Monday
57,1982-06-12,boxscore,CLE,W,6,4,37-20,1,0.0,2:52:00,172.0,D,30531,1982,37,20,0.65,Saturday
56,1982-06-11,boxscore,CLE,W,6,2,36-20,1,0.0,2:11:00,131.0,N,30846,1982,36,20,0.64,Friday
55,1982-06-10,boxscore,NYY,L,3,5,35-20,2,-1.0,2:57:00,177.0,N,33462,1982,35,20,0.64,Thursday
54,1982-06-09,boxscore,NYY,W,3,2,35-19,2,-0.5,2:26:00,146.0,N,32792,1982,35,19,0.65,Wednesday
53,1982-06-08,boxscore,NYY,W,4,3,34-19,1,0.0,2:35:00,155.0,N,31413,1982,34,19,0.64,Tuesday
52,1982-06-06,boxscore,CAL,W,5,1,33-19,1,0.0,2:30:00,150.0,D,34941,1982,33,19,0.63,Sunday
51,1982-06-05,boxscore,CAL,W,7,2,32-19,1,0.0,2:15:00,135.0,N,37885,1982,32,19,0.63,Saturday
50,1982-06-04,boxscore,CAL,W,11,4,31-19,2,-0.5,3:18:00,198.0,N,33160,1982,31,19,0.62,Friday
49,1982-06-02,boxscore,OAK,L,0,5,30-19,2,-1.5,1:58:00,118.0,N,15205,1982,30,19,0.61,Wednesday
48,1982-06-01,boxscore,OAK,L,2,3,30-18,2,-0.5,2:14:00,134.0,N,13052,1982,30,18,0.62,Tuesday
47,1982-05-31,boxscore,OAK,W,5,2,30-17,1,0.5,2:47:00,167.0,D,37143,1982,30,17,0.64,Monday
46,1982-05-30,boxscore,SEA,L,1,2,29-17,1,0.5,2:04:00,124.0,N,9857,1982,29,17,0.63,Sunday
45,1982-05-29,boxscore,SEA,L,2,4,29-16,1,1.0,2:17:00,137.0,N,25756,1982,29,16,0.64,Saturday
44,1982-05-28,boxscore,SEA,W,3,2,29-15,1,2.0,2:13:00,133.0,N,10634,1982,29,15,0.66,Friday
43,1982-05-27,boxscore,SEA,L,6,10,28-15,1,2.0,2:03:00,123.0,N,6186,1982,28,15,0.65,Thursday
42,1982-05-25,boxscore,CAL,L,2,10,28-14,1,2.0,2:26:00,146.0,N,28238,1982,28,14,0.67,Tuesday
41,1982-05-23,boxscore,OAK,W,6,0,28-13,1,2.0,1:59:00,119.0,D,24421,1982,28,13,0.68,Sunday
40,1982-05-22,boxscore,OAK,W,7,4,27-13,1,1.0,2:53:00,173.0,D,36654,1982,27,13,0.68,Saturday
39,1982-05-21,boxscore,OAK,W,8,7,26-13,1,1.0,2:39:00,159.0,N,29671,1982,26,13,0.67,Friday
38,1982-05-20,boxscore,SEA,W,11,2,25-13,1,0.0,2:43:00,163.0,N,14587,1982,25,13,0.66,Thursday
37,1982-05-19,boxscore,SEA,W,6,5,24-13,1,0.0,3:33:00,213.0,N,12927,1982,24,13,0.65,Wednesday
36,1982-05-18,boxscore,SEA,L,0,3,23-13,1,0.0,2:02:00,122.0,N,16436,1982,23,13,0.64,Tuesday
35,1982-05-16,boxscore,KCR,L,0,5,23-12,1,1.0,2:28:00,148.0,D,34395,1982,23,12,0.66,Sunday
34,1982-05-15,boxscore,KCR,W,10,5,23-11,1,2.0,3:07:00,187.0,D,37506,1982,23,11,0.68,Saturday
33,1982-05-13,boxscore,KCR,L,2,11,22-11,1,2.5,2:23:00,143.0,N,17459,1982,22,11,0.67,Thursday
32,1982-05-12,boxscore,MIN,W,4,1,22-10,1,3.5,2:11:00,131.0,N,11264,1982,22,10,0.69,Wednesday
31,1982-05-11,boxscore,MIN,L,6,10,21-10,1,3.0,2:39:00,159.0,N,8321,1982,21,10,0.68,Tuesday
30,1982-05-10,boxscore,MIN,W,9,5,21-9,1,3.5,2:21:00,141.0,N,7790,1982,21,9,0.7,Monday
29,1982-05-09,boxscore,TEX,W,1,0,20-9,1,2.5,2:09:00,129.0,D,12789,1982,20,9,0.69,Sunday
28,1982-05-08,boxscore,TEX,W,2,1,19-9,1,2.5,1:52:00,112.0,N,18950,1982,19,9,0.68,Saturday
27,1982-05-07,boxscore,TEX,L,0,1,18-9,1,1.5,1:57:00,117.0,N,14338,1982,18,9,0.67,Friday
26,1982-05-06,boxscore,TEX,W,5,2,18-8,1,1.5,2:18:00,138.0,N,8737,1982,18,8,0.69,Thursday
25,1982-05-05,boxscore,MIN,L,2,3,17-8,1,1.0,2:25:00,145.0,N,14685,1982,17,8,0.68,Wednesday
24,1982-05-04,boxscore,MIN,W,5,3,17-7,1,2.0,2:15:00,135.0,N,13726,1982,17,7,0.71,Tuesday
23,1982-05-03,boxscore,MIN,W,6,2,16-7,1,2.0,2:19:00,139.0,N,12065,1982,16,7,0.7,Monday
22,1982-05-02,boxscore,TEX,W,6,0,15-7,1,1.5,2:15:00,135.0,D,21011,1982,15,7,0.68,Sunday
21,1982-05-01,boxscore,TEX,W,6,5,14-7,1,0.5,3:35:00,215.0,D,32764,1982,14,7,0.67,Saturday
20,1982-04-30,boxscore,TEX,W,7,1,13-7,1,0.5,2:28:00,148.0,N,19370,1982,13,7,0.65,Friday
19,1982-04-28,boxscore,KCR,L,5,8,12-7,1,0.0,2:31:00,151.0,N,12368,1982,12,7,0.63,Wednesday
18,1982-04-27,boxscore,KCR,W,7,5,12-6,1,0.0,2:31:00,151.0,N,12998,1982,12,6,0.67,Tuesday
17,1982-04-26,boxscore,CHW,W,5,0,11-6,1,0.0,2:25:00,145.0,N,5798,1982,11,6,0.65,Monday
16,1982-04-26,boxscore,CHW,W,3,2,10-6,1,0.0,2:26:00,146.0,N,0,1982,10,6,0.62,Monday
15,1982-04-25,boxscore,TOR,W,5,4,9-6,2,-1.0,3:14:00,194.0,D,21043,1982,9,6,0.6,Sunday
14,1982-04-24,boxscore,TOR,W,8,7,8-6,2,-2.0,2:17:00,137.0,D,13135,1982,8,6,0.57,Saturday
13,1982-04-23,boxscore,TOR,W,5,4,7-6,2,-2.0,2:21:00,141.0,N,10428,1982,7,6,0.54,Friday
12,1982-04-21,boxscore,BAL,W,6,5,6-6,2,-1.5,2:46:00,166.0,N,15725,1982,6,6,0.5,Wednesday
11,1982-04-20,boxscore,BAL,W,8,3,5-6,3,-1.5,2:40:00,160.0,N,15253,1982,5,6,0.45,Tuesday
10,1982-04-19,boxscore,TOR,L,4,5,4-6,4,-1.5,2:26:00,146.0,D,27265,1982,4,6,0.4,Monday
9,1982-04-18,boxscore,TOR,W,4,3,4-5,3,-0.5,2:17:00,137.0,D,18017,1982,4,5,0.44,Sunday
8,1982-04-17,boxscore,TOR,W,5,4,3-5,5,-0.5,2:17:00,137.0,D,18617,1982,3,5,0.38,Saturday
7,1982-04-16,boxscore,TOR,L,0,2,2-5,7,-1.5,2:04:00,124.0,D,7542,1982,2,5,0.29,Friday
6,1982-04-15,boxscore,CHW,L,4,8,2-4,6,-1.5,2:40:00,160.0,D,8743,1982,2,4,0.33,Thursday
5,1982-04-14,boxscore,CHW,L,4,5,2-3,4,-1.0,2:33:00,153.0,D,9780,1982,2,3,0.4,Wednesday
4,1982-04-12,boxscore,CHW,L,2,3,2-2,2,-0.5,3:02:00,182.0,D,32555,1982,2,2,0.5,Monday
3,1982-04-11,boxscore,BAL,W,6,0,2-1,1,0.0,2:34:00,154.0,D,11235,1982,2,1,0.67,Sunday
2,1982-04-10,boxscore,BAL,L,3,5,1-1,2,-0.5,2:46:00,166.0,D,21268,1982,1,1,0.5,Saturday
1,1982-04-10,boxscore,BAL,W,2,0,1-0,2,-0.5,2:00:00,120.0,D,0,1982,1,0,1.0,Saturday
108,1981-10-04,boxscore,CLE,W,6,2,59-49,5,-2.5,2:13:00,133.0,D,6674,1981,59,49,0.55,Sunday
107,1981-10-03,boxscore,CLE,W,4,0,58-49,5,-3.5,2:20:00,140.0,D,7114,1981,58,49,0.54,Saturday
106,1981-10-02,boxscore,CLE,L,4,11,57-49,5,-3.5,2:53:00,173.0,N,4047,1981,57,49,0.54,Friday
105,1981-09-30,boxscore,MIL,L,5,10,57-48,5,-2.5,2:39:00,159.0,N,11472,1981,57,48,0.54,Wednesday
104,1981-09-29,boxscore,MIL,W,7,2,57-47,5,-1.5,2:31:00,151.0,N,12654,1981,57,47,0.55,Tuesday
103,1981-09-28,boxscore,MIL,L,0,1,56-47,5,-2.5,2:17:00,137.0,N,11334,1981,56,47,0.54,Monday
102,1981-09-27,boxscore,CLE,L,7,8,56-46,5,-2.0,3:22:00,202.0,D,31727,1981,56,46,0.55,Sunday
101,1981-09-26,boxscore,CLE,L,5,7,56-45,5,-1.5,2:37:00,157.0,D,24034,1981,56,45,0.55,Saturday
100,1981-09-25,boxscore,CLE,W,5,4,56-44,4,-0.5,2:21:00,141.0,N,26136,1981,56,44,0.56,Friday
99,1981-09-24,boxscore,CLE,L,2,5,55-44,5,-1.5,2:54:00,174.0,N,14720,1981,55,44,0.56,Thursday
98,1981-09-23,boxscore,MIL,W,11,5,55-43,3,-1.0,3:19:00,199.0,N,15627,1981,55,43,0.56,Wednesday
97,1981-09-22,boxscore,MIL,L,8,10,54-43,4,-2.0,2:37:00,157.0,N,18363,1981,54,43,0.56,Tuesday
96,1981-09-21,boxscore,MIL,W,9,3,54-42,3,-1.0,2:30:00,150.0,N,14575,1981,54,42,0.56,Monday
95,1981-09-20,boxscore,NYY,W,4,1,53-42,5,-2.0,2:19:00,139.0,D,35091,1981,53,42,0.56,Sunday
94,1981-09-19,boxscore,NYY,W,8,5,52-42,5,-3.0,2:44:00,164.0,N,32620,1981,52,42,0.55,Saturday
93,1981-09-18,boxscore,NYY,L,4,6,51-42,5,-4.0,2:20:00,140.0,D,34283,1981,51,42,0.55,Friday
92,1981-09-17,boxscore,DET,W,6,1,51-41,5,-3.0,3:06:00,186.0,N,16832,1981,51,41,0.55,Thursday
91,1981-09-16,boxscore,DET,W,5,4,50-41,5,-3.5,2:37:00,157.0,N,13312,1981,50,41,0.55,Wednesday
90,1981-09-16,boxscore,DET,W,2,1,49-41,5,-3.5,2:38:00,158.0,N,0,1981,49,41,0.54,Wednesday
89,1981-09-14,boxscore,DET,W,5,2,48-41,5,-5.5,2:19:00,139.0,N,13060,1981,48,41,0.54,Monday
88,1981-09-13,boxscore,NYY,L,6,10,47-41,5,-5.5,2:50:00,170.0,D,44686,1981,47,41,0.53,Sunday
87,1981-09-12,boxscore,NYY,W,2,1,47-40,5,-4.5,2:07:00,127.0,D,38307,1981,47,40,0.54,Saturday
86,1981-09-11,boxscore,NYY,L,1,4,46-40,5,-5.5,2:02:00,122.0,N,43018,1981,46,40,0.53,Friday
85,1981-09-09,boxscore,DET,W,6,5,46-39,5,-4.5,3:17:00,197.0,N,22564,1981,46,39,0.54,Wednesday
84,1981-09-08,boxscore,DET,W,5,3,45-39,5,-5.0,2:52:00,172.0,N,20586,1981,45,39,0.54,Tuesday
83,1981-09-07,boxscore,DET,L,1,3,44-39,5,-5.5,2:13:00,133.0,N,42098,1981,44,39,0.53,Monday
82,1981-09-06,boxscore,SEA,W,6,1,44-38,5,-4.5,2:28:00,148.0,D,17913,1981,44,38,0.54,Sunday
81,1981-09-05,boxscore,SEA,W,12,5,43-38,5,-4.5,2:48:00,168.0,D,15434,1981,43,38,0.53,Saturday
80,1981-09-04,boxscore,SEA,L,2,5,42-38,5,-4.5,2:45:00,165.0,N,20949,1981,42,38,0.52,Friday
79,1981-09-03,boxscore,SEA,L,7,8,42-37,5,-4.0,6:01:00,361.0,N,13355,1981,42,37,0.53,Thursday
78,1981-09-02,boxscore,CAL,W,3,1,42-36,5,-3.5,2:37:00,157.0,N,19433,1981,42,36,0.54,Wednesday
77,1981-09-01,boxscore,CAL,L,2,3,41-36,5,-4.5,2:24:00,144.0,N,19712,1981,41,36,0.53,Tuesday
76,1981-08-31,boxscore,CAL,W,4,1,41-35,5,-3.5,2:23:00,143.0,N,20377,1981,41,35,0.54,Monday
75,1981-08-30,boxscore,OAK,L,3,5,40-35,5,-3.5,2:34:00,154.0,D,25160,1981,40,35,0.53,Sunday
74,1981-08-29,boxscore,OAK,W,7,6,40-34,5,-3.0,2:55:00,175.0,D,26318,1981,40,34,0.54,Saturday
73,1981-08-28,boxscore,OAK,W,12,5,39-34,5,-3.0,2:47:00,167.0,N,25356,1981,39,34,0.53,Friday
72,1981-08-27,boxscore,OAK,W,6,5,38-34,5,-4.0,2:53:00,173.0,N,23432,1981,38,34,0.53,Thursday
71,1981-08-25,boxscore,CAL,L,7,8,37-34,5,-4.5,3:20:00,200.0,N,26325,1981,37,34,0.52,Tuesday
70,1981-08-24,boxscore,CAL,L,6,8,37-33,5,-3.5,2:21:00,141.0,N,25808,1981,37,33,0.53,Monday
69,1981-08-23,boxscore,SEA,W,7,5,37-32,5,-3.5,2:36:00,156.0,N,8294,1981,37,32,0.54,Sunday
68,1981-08-22,boxscore,SEA,W,5,3,36-32,5,-3.5,2:44:00,164.0,N,20999,1981,36,32,0.53,Saturday
67,1981-08-21,boxscore,SEA,W,7,4,35-32,5,-3.5,2:47:00,167.0,N,10999,1981,35,32,0.52,Friday
66,1981-08-20,boxscore,OAK,W,6,4,34-32,5,-4.0,2:58:00,178.0,N,17503,1981,34,32,0.52,Thursday
65,1981-08-19,boxscore,OAK,L,2,4,33-32,5,-4.5,2:13:00,133.0,N,15134,1981,33,32,0.51,Wednesday
64,1981-08-18,boxscore,OAK,L,2,3,33-31,5,-4.5,3:55:00,235.0,N,16631,1981,33,31,0.52,Tuesday
