gm,game_date,home_away,opp,result,r,ra,record,rank,gb,time,time_minutes,day_night,attendance,year,wins,losses,win_pct,game_day
132,2026-08-25,away,MIA,W,7,3,73-59,3,-5.0,3:26:00,206.0,N,16821,2026,73,59,0.55,Tuesday
131,2026-08-24,boxscore,MIA,W,4,2,72-59,3,-6.0,3:05:00,185.0,N,16247,2026,72,59,0.55,Monday
130,2026-08-23,home,SFG,W,5,4,71-59,3,-6.0,2:35:00,155.0,D,36278,2026,71,59,0.55,Sunday
129,2026-08-22,home,SFG,W,3,2,70-59,3,-6.0,3:10:00,190.0,N,36478,2026,70,59,0.54,Saturday
128,2026-08-21,boxscore,SFG,W,6,4,69-59,3,-7.0,2:46:00,166.0,N,37007,2026,69,59,0.54,Friday
127,2026-08-19,boxscore,ARI,L,6,7,68-59,3,-8.5,3:20:00,200.0,D,36540,2026,68,59,0.54,Wednesday
126,2026-08-18,boxscore,ARI,W,9,4,68-58,3,-7.5,2:53:00,173.0,N,36592,2026,68,58,0.54,Tuesday
125,2026-08-17,boxscore,ARI,W,11,1,67-58,3,-8.5,2:47:00,167.0,N,36511,2026,67,58,0.54,Monday
124,2026-08-16,boxscore,PIT,L,3,8,66-58,3,-8.5,2:34:00,154.0,D,25575,2026,66,58,0.53,Sunday
123,2026-08-15,away,PIT,W,4,0,66-57,3,-8.5,2:42:00,162.0,N,38408,2026,66,57,0.54,Saturday
122,2026-08-14,away,PIT,L,4,8,65-57,3,-9.5,2:49:00,169.0,N,32036,2026,65,57,0.53,Friday
121,2026-08-13,away,TOR,W,7,0,65-56,3,-9.5,2:25:00,145.0,D,43442,2026,65,56,0.54,Thursday
120,2026-08-12,boxscore,TOR,L,4,6,64-56,3,-10.0,2:41:00,161.0,N,42888,2026,64,56,0.53,Wednesday
119,2026-08-11,boxscore,TOR,L,3,5,64-55,3,-9.0,2:41:00,161.0,N,42419,2026,64,55,0.54,Tuesday
118,2026-08-10,away,TOR,L,1,2,64-54,3,-8.0,2:48:00,168.0,N,42511,2026,64,54,0.54,Monday
117,2026-08-09,home,ATH,L,3,4,64-53,3,-7.0,2:38:00,158.0,D,36817,2026,64,53,0.55,Sunday
116,2026-08-08,home,ATH,L,3,7,64-52,3,-6.0,2:52:00,172.0,D,36696,2026,64,52,0.55,Saturday
115,2026-08-07,boxscore,ATH,W,13,1,64-51,3,-5.0,2:34:00,154.0,N,37227,2026,64,51,0.56,Friday
114,2026-08-06,home,CHW,W,12,11,63-51,3,-5.0,4:23:00,263.0,N,37082,2026,63,51,0.55,Thursday
113,2026-08-05,home,CHW,W,4,0,62-51,3,-5.5,2:37:00,157.0,N,37517,2026,62,51,0.55,Wednesday
112,2026-08-04,home,CHW,W,14,2,61-51,3,-5.5,2:40:00,160.0,N,37669,2026,61,51,0.54,Tuesday
111,2026-08-02,away,LAD,W,8,4,60-51,3,-5.0,3:09:00,189.0,D,46834,2026,60,51,0.54,Sunday
110,2026-08-01,boxscore,LAD,W,3,2,59-51,3,-6.0,2:09:00,129.0,N,49291,2026,59,51,0.54,Saturday
109,2026-07-31,boxscore,LAD,W,9,4,58-51,3,-6.0,2:53:00,173.0,N,47903,2026,58,51,0.53,Friday
108,2026-07-30,away,ATH,W,5,4,57-51,3,-7.0,2:24:00,144.0,N,10246,2026,57,51,0.53,Thursday
107,2026-07-29,boxscore,ATH,W,4,2,56-51,3,-7.0,3:16:00,196.0,N,9674,2026,56,51,0.52,Wednesday
106,2026-07-28,boxscore,ATH,L,3,4,55-51,3,-7.0,2:32:00,152.0,N,10356,2026,55,51,0.52,Tuesday
105,2026-07-27,away,ATH,W,4,2,55-50,3,-7.0,2:35:00,155.0,N,10486,2026,55,50,0.52,Monday
104,2026-07-26,home,TOR,W,6,1,54-50,3,-7.5,2:25:00,145.0,D,36795,2026,54,50,0.52,Sunday
103,2026-07-25,home,TOR,L,0,6,53-50,3,-7.5,2:25:00,145.0,D,36902,2026,53,50,0.51,Saturday
102,2026-07-24,boxscore,TOR,W,6,4,53-49,3,-6.5,3:18:00,198.0,N,37405,2026,53,49,0.52,Friday
101,2026-07-22,home,BAL,L,1,5,52-49,3,-7.0,2:48:00,168.0,N,38005,2026,52,49,0.51,Wednesday
100,2026-07-22,home,BAL,W,6,3,52-48,3,-7.0,2:19:00,139.0,D,35039,2026,52,48,0.52,Wednesday
99,2026-07-20,home,BAL,W,6,5,51-48,3,-6.0,2:24:00,144.0,N,37659,2026,51,48,0.52,Monday
98,2026-07-19,boxscore,TBR,W,6,1,50-48,3,-6.0,2:25:00,145.0,D,32950,2026,50,48,0.51,Sunday
97,2026-07-18,boxscore,TBR,W,7,6,49-48,3,-7.0,2:44:00,164.0,D,33077,2026,49,48,0.51,Saturday
96,2026-07-17,home,TBR,W,5,3,48-48,3,-8.0,2:30:00,150.0,N,34255,2026,48,48,0.5,Friday
95,2026-07-17,boxscore,TBR,W,10,0,47-48,3,-8.0,2:19:00,139.0,D,36774,2026,47,48,0.49,Friday
94,2026-07-12,away,NYM,W,3,2,46-48,3,-10.0,2:33:00,153.0,D,37638,2026,46,48,0.49,Sunday
93,2026-07-11,boxscore,NYM,W,4,0,45-48,3,-11.0,2:57:00,177.0,D,38371,2026,45,48,0.48,Saturday
92,2026-07-10,boxscore,NYM,W,6,2,44-48,3,-11.0,3:07:00,187.0,N,38090,2026,44,48,0.48,Friday
91,2026-07-09,boxscore,CHW,W,2,1,43-48,3,-11.0,2:32:00,152.0,D,19148,2026,43,48,0.47,Thursday
90,2026-07-08,away,CHW,W,5,0,42-48,4,-12.0,2:39:00,159.0,N,23973,2026,42,48,0.47,Wednesday
89,2026-07-07,boxscore,CHW,W,8,1,41-48,4,-12.0,2:53:00,173.0,N,25392,2026,41,48,0.46,Tuesday
88,2026-07-05,away,LAA,W,7,5,40-48,5,-12.5,2:57:00,177.0,N,35992,2026,40,48,0.45,Sunday
87,2026-07-04,boxscore,LAA,W,8,1,39-48,5,-13.5,2:38:00,158.0,N,43599,2026,39,48,0.45,Saturday
86,2026-07-03,away,LAA,W,5,2,38-48,5,-14.5,2:35:00,155.0,N,43747,2026,38,48,0.44,Friday
85,2026-07-01,home,WSN,L,2,10,37-48,5,-14.0,3:05:00,185.0,D,32574,2026,37,48,0.44,Wednesday
84,2026-06-30,boxscore,WSN,L,1,8,37-47,5,-13.0,2:58:00,178.0,N,33669,2026,37,47,0.44,Tuesday
83,2026-06-29,home,WSN,W,6,3,37-46,5,-12.0,2:22:00,142.0,N,32000,2026,37,46,0.45,Monday
82,2026-06-28,boxscore,NYY,W,5,4,36-46,5,-12.5,3:03:00,183.0,N,34573,2026,36,46,0.44,Sunday
81,2026-06-27,home,NYY,W,4,1,35-46,5,-12.5,2:22:00,142.0,D,36026,2026,35,46,0.43,Saturday
80,2026-06-26,boxscore,NYY,W,6,1,34-46,5,-13.5,2:21:00,141.0,N,33353,2026,34,46,0.42,Friday
79,2026-06-25,home,NYY,W,6,3,33-46,5,-14.5,2:58:00,178.0,N,36307,2026,33,46,0.42,Thursday
78,2026-06-24,away,COL,L,6,8,32-46,5,-15.5,2:36:00,156.0,D,27379,2026,32,46,0.41,Wednesday
77,2026-06-23,away,COL,W,5,2,32-45,5,-14.5,2:27:00,147.0,N,29961,2026,32,45,0.42,Tuesday
76,2026-06-22,away,COL,L,2,3,31-45,5,-14.5,2:14:00,134.0,N,26910,2026,31,45,0.41,Monday
75,2026-06-21,away,SEA,L,1,3,31-44,5,-14.5,2:19:00,139.0,D,45577,2026,31,44,0.41,Sunday
74,2026-06-20,away,SEA,W,5,1,31-43,5,-14.5,2:34:00,154.0,N,45663,2026,31,43,0.42,Saturday
73,2026-06-19,boxscore,SEA,W,6,2,30-43,5,-15.5,2:23:00,143.0,N,45775,2026,30,43,0.41,Friday
72,2026-06-18,boxscore,TOR,L,3,4,29-43,5,-15.5,2:23:00,143.0,D,32027,2026,29,43,0.4,Thursday
71,2026-06-17,boxscore,TOR,L,0,3,29-42,5,-15.5,2:51:00,171.0,N,35817,2026,29,42,0.41,Wednesday
70,2026-06-16,boxscore,TOR,L,1,6,29-41,5,-14.5,2:52:00,172.0,N,32392,2026,29,41,0.41,Tuesday
69,2026-06-14,boxscore,TEX,L,4,6,29-40,5,-13.5,2:51:00,171.0,N,32006,2026,29,40,0.42,Sunday
68,2026-06-13,home,TEX,W,6,3,29-39,5,-12.5,2:49:00,169.0,D,34556,2026,29,39,0.43,Saturday
67,2026-06-12,boxscore,TEX,W,10,1,28-39,5,-12.5,2:46:00,166.0,N,33919,2026,28,39,0.42,Friday
66,2026-06-10,boxscore,TBR,L,5,7,27-39,5,-13.5,2:34:00,154.0,D,16504,2026,27,39,0.41,Wednesday
65,2026-06-09,boxscore,TBR,L,3,4,27-38,5,-12.5,2:10:00,130.0,N,15503,2026,27,38,0.42,Tuesday
64,2026-06-08,away,TBR,L,1,3,27-37,5,-11.5,2:45:00,165.0,N,14579,2026,27,37,0.42,Monday
63,2026-06-07,away,NYY,L,1,6,27-36,5,-10.5,2:37:00,157.0,D,46144,2026,27,36,0.43,Sunday
62,2026-06-05,boxscore,NYY,W,5,3,27-35,5,-11.0,2:23:00,143.0,N,43750,2026,27,35,0.44,Friday
61,2026-06-04,home,BAL,L,2,8,26-35,5,-11.0,2:42:00,162.0,D,33180,2026,26,35,0.43,Thursday
60,2026-06-03,boxscore,BAL,W,8,1,26-34,5,-10.5,2:49:00,169.0,N,36872,2026,26,34,0.43,Wednesday
59,2026-06-02,home,BAL,L,2,4,25-34,5,-11.5,2:34:00,154.0,N,35004,2026,25,34,0.42,Tuesday
58,2026-05-31,boxscore,CLE,W,9,4,25-33,5,-12.0,2:51:00,171.0,D,28798,2026,25,33,0.43,Sunday
57,2026-05-30,away,CLE,W,9,1,24-33,5,-12.0,2:52:00,172.0,D,35740,2026,24,33,0.42,Saturday
56,2026-05-29,away,CLE,L,3,4,23-33,5,-13.0,2:14:00,134.0,N,34404,2026,23,33,0.41,Friday
55,2026-05-28,boxscore,ATL,L,2,10,23-32,5,-12.0,2:55:00,175.0,D,30901,2026,23,32,0.42,Thursday
54,2026-05-27,boxscore,ATL,W,8,0,23-31,5,-11.5,2:28:00,148.0,N,34093,2026,23,31,0.43,Wednesday
53,2026-05-26,boxscore,ATL,L,6,7,22-31,5,-12.5,2:52:00,172.0,N,34126,2026,22,31,0.42,Tuesday
52,2026-05-24,boxscore,MIN,L,5,6,22-30,5,-13.0,3:22:00,202.0,D,31050,2026,22,30,0.42,Sunday
51,2026-05-23,home,MIN,L,2,4,22-29,4,-13.0,2:51:00,171.0,D,37105,2026,22,29,0.43,Saturday
50,2026-05-22,home,MIN,L,6,8,22-28,4,-12.5,2:52:00,172.0,N,34740,2026,22,28,0.44,Friday
49,2026-05-20,away,KCR,W,4,3,22-27,3,-11.5,2:48:00,168.0,N,14091,2026,22,27,0.45,Wednesday
48,2026-05-19,boxscore,KCR,W,7,1,21-27,3,-11.5,2:44:00,164.0,N,14047,2026,21,27,0.44,Tuesday
47,2026-05-18,away,KCR,W,3,1,20-27,5,-11.5,2:25:00,145.0,N,15531,2026,20,27,0.43,Monday
46,2026-05-17,away,ATL,L,1,8,19-27,5,-11.5,2:29:00,149.0,D,37800,2026,19,27,0.41,Sunday
45,2026-05-16,boxscore,ATL,W,3,2,19-26,5,-10.5,2:06:00,126.0,N,39336,2026,19,26,0.42,Saturday
44,2026-05-15,away,ATL,L,2,3,18-26,5,-11.5,2:50:00,170.0,N,39288,2026,18,26,0.41,Friday
43,2026-05-14,home,PHI,L,1,3,18-25,5,-10.5,2:39:00,159.0,N,31046,2026,18,25,0.42,Thursday
42,2026-05-13,boxscore,PHI,W,3,1,18-24,5,-10.0,2:13:00,133.0,N,35451,2026,18,24,0.43,Wednesday
41,2026-05-12,boxscore,PHI,L,1,2,17-24,5,-11.0,2:29:00,149.0,N,36795,2026,17,24,0.41,Tuesday
40,2026-05-10,home,TBR,L,1,4,17-23,5,-9.5,2:42:00,162.0,D,33489,2026,17,23,0.42,Sunday
39,2026-05-08,boxscore,TBR,W,2,0,17-22,4,-9.0,2:30:00,150.0,N,35052,2026,17,22,0.44,Friday
38,2026-05-07,boxscore,TBR,L,4,8,16-22,5,-10.0,2:48:00,168.0,N,33961,2026,16,22,0.42,Thursday
37,2026-05-06,boxscore,DET,W,4,0,16-21,4,-9.0,2:57:00,177.0,N,17334,2026,16,21,0.43,Wednesday
36,2026-05-05,boxscore,DET,W,10,3,15-21,5,-10.0,2:36:00,156.0,N,20674,2026,15,21,0.42,Tuesday
35,2026-05-04,away,DET,W,5,4,14-21,5,-10.0,2:37:00,157.0,N,22321,2026,14,21,0.4,Monday
34,2026-05-03,home,HOU,L,1,3,13-21,5,-10.0,3:24:00,204.0,D,35406,2026,13,21,0.38,Sunday
33,2026-05-02,boxscore,HOU,L,3,6,13-20,5,-9.0,2:55:00,175.0,D,34158,2026,13,20,0.39,Saturday
32,2026-05-01,home,HOU,W,3,1,13-19,5,-8.0,2:26:00,146.0,N,34630,2026,13,19,0.41,Friday
31,2026-04-29,away,TOR,L,1,8,12-19,5,-8.0,2:34:00,154.0,D,41314,2026,12,19,0.39,Wednesday
30,2026-04-28,away,TOR,L,0,3,12-18,5,-8.0,2:23:00,143.0,N,41949,2026,12,18,0.4,Tuesday
29,2026-04-27,boxscore,TOR,W,5,0,12-17,5,-7.0,2:30:00,150.0,N,41785,2026,12,17,0.41,Monday
28,2026-04-26,boxscore,BAL,W,5,3,11-17,5,-7.0,2:40:00,160.0,D,32511,2026,11,17,0.39,Sunday
27,2026-04-25,away,BAL,W,17,1,10-17,5,-8.0,2:50:00,170.0,D,33582,2026,10,17,0.37,Saturday
26,2026-04-24,boxscore,BAL,L,3,10,9-17,5,-8.0,2:49:00,169.0,N,26776,2026,9,17,0.35,Friday
25,2026-04-23,boxscore,NYY,L,2,4,9-16,5,-7.0,2:28:00,148.0,N,36565,2026,9,16,0.36,Thursday
24,2026-04-22,boxscore,NYY,L,1,4,9-15,5,-6.0,2:28:00,148.0,N,34049,2026,9,15,0.38,Wednesday
23,2026-04-21,boxscore,NYY,L,0,4,9-14,5,-5.0,2:43:00,163.0,N,34391,2026,9,14,0.39,Tuesday
22,2026-04-20,home,DET,W,8,6,9-13,4,-4.0,3:10:00,190.0,D,34880,2026,9,13,0.41,Monday
21,2026-04-19,home,DET,L,2,6,8-13,4,-4.5,2:40:00,160.0,D,34650,2026,8,13,0.38,Sunday
20,2026-04-18,home,DET,L,1,4,8-12,4,-4.0,2:32:00,152.0,D,36527,2026,8,12,0.4,Saturday
19,2026-04-17,boxscore,DET,W,1,0,8-11,4,-3.0,2:39:00,159.0,N,34866,2026,8,11,0.42,Friday
18,2026-04-15,boxscore,MIN,W,9,5,7-11,5,-3.5,2:41:00,161.0,D,21276,2026,7,11,0.39,Wednesday
17,2026-04-14,boxscore,MIN,L,0,6,6-11,5,-3.5,2:35:00,155.0,N,16220,2026,6,11,0.35,Tuesday
16,2026-04-13,away,MIN,L,6,13,6-10,5,-3.0,2:33:00,153.0,N,14535,2026,6,10,0.38,Monday
15,2026-04-12,away,STL,W,9,3,6-9,4,-2.0,2:41:00,161.0,D,25122,2026,6,9,0.4,Sunday
14,2026-04-11,away,STL,W,7,1,5-9,5,-3.0,2:59:00,179.0,N,31664,2026,5,9,0.36,Saturday
13,2026-04-10,boxscore,STL,L,2,3,4-9,5,-4.0,2:38:00,158.0,N,27125,2026,4,9,0.31,Friday
12,2026-04-08,home,MIL,W,5,0,4-8,5,-4.5,2:36:00,156.0,D,28660,2026,4,8,0.33,Wednesday
11,2026-04-07,home,MIL,W,3,2,3-8,5,-5.5,2:32:00,152.0,N,33193,2026,3,8,0.27,Tuesday
10,2026-04-06,home,MIL,L,6,8,2-8,5,-5.5,3:13:00,193.0,N,35107,2026,2,8,0.2,Monday
9,2026-04-05,boxscore,SDP,L,6,8,2-7,5,-5.0,2:54:00,174.0,D,29240,2026,2,7,0.22,Sunday
8,2026-04-04,home,SDP,L,2,3,2-6,5,-5.0,2:50:00,170.0,D,36405,2026,2,6,0.25,Saturday
7,2026-04-03,home,SDP,W,5,2,2-5,4,-4.0,2:19:00,139.0,D,36233,2026,2,5,0.29,Friday
6,2026-04-01,boxscore,HOU,L,4,6,1-5,5,-4.0,2:35:00,155.0,D,25272,2026,1,5,0.17,Wednesday
5,2026-03-31,boxscore,HOU,L,2,9,1-4,5,-3.0,2:30:00,150.0,N,26930,2026,1,4,0.2,Tuesday
4,2026-03-30,boxscore,HOU,L,1,8,1-3,5,-2.0,2:36:00,156.0,N,23532,2026,1,3,0.25,Monday
3,2026-03-29,away,CIN,L,2,3,1-2,4,-2.0,2:43:00,163.0,D,27084,2026,1,2,0.33,Sunday
2,2026-03-28,boxscore,CIN,L,5,6,1-1,3,-1.5,3:32:00,212.0,D,38298,2026,1,1,0.5,Saturday
1,2026-03-26,away,CIN,W,3,0,1-0,1,0.0,2:31:00,151.0,D,43897,2026,1,0,1.0,Thursday
162,2025-09-28,boxscore,DET,W,4,3,89-73,3,-5.0,2:31:00,151.0,D,35503,2025,89,73,0.55,Sunday
161,2025-09-27,boxscore,DET,L,1,2,88-73,3,-5.0,2:27:00,147.0,D,36478,2025,88,73,0.55,Saturday
160,2025-09-26,boxscore,DET,W,4,3,88-72,3,-4.0,2:37:00,157.0,N,37052,2025,88,72,0.55,Friday
159,2025-09-25,boxscore,TOR,L,1,6,87-72,3,-4.0,2:40:00,160.0,N,42129,2025,87,72,0.55,Thursday
158,2025-09-24,boxscore,TOR,W,7,1,87-71,3,-3.0,2:24:00,144.0,N,39438,2025,87,71,0.55,Wednesday
157,2025-09-23,boxscore,TOR,W,4,1,86-71,3,-4.0,2:52:00,172.0,N,42927,2025,86,71,0.55,Tuesday
156,2025-09-21,boxscore,TBR,L,3,7,85-71,3,-5.0,2:50:00,170.0,N,10046,2025,85,71,0.54,Sunday
155,2025-09-20,boxscore,TBR,W,6,3,85-70,3,-4.0,2:54:00,174.0,N,10046,2025,85,70,0.55,Saturday
154,2025-09-19,boxscore,TBR,W,11,7,84-70,3,-5.0,3:01:00,181.0,N,10046,2025,84,70,0.55,Friday
153,2025-09-18,boxscore,ATH,L,3,5,83-70,3,-6.0,2:28:00,148.0,D,32838,2025,83,70,0.54,Thursday
152,2025-09-17,boxscore,ATH,W,5,4,83-69,3,-6.0,3:34:00,214.0,N,36404,2025,83,69,0.55,Wednesday
151,2025-09-16,boxscore,ATH,L,1,2,82-69,3,-7.0,2:48:00,168.0,N,35886,2025,82,69,0.54,Tuesday
150,2025-09-14,boxscore,NYY,W,6,4,82-68,3,-5.5,2:35:00,155.0,N,35437,2025,82,68,0.55,Sunday
149,2025-09-13,boxscore,NYY,L,3,5,81-68,3,-5.5,3:13:00,193.0,D,36315,2025,81,68,0.54,Saturday
148,2025-09-12,boxscore,NYY,L,1,4,81-67,3,-4.5,2:57:00,177.0,N,36760,2025,81,67,0.55,Friday
147,2025-09-10,boxscore,ATH,L,4,5,81-66,2,-3.0,2:45:00,165.0,D,9634,2025,81,66,0.55,Wednesday
146,2025-09-09,boxscore,ATH,W,6,0,81-65,2,-3.0,2:42:00,162.0,N,10066,2025,81,65,0.55,Tuesday
145,2025-09-08,boxscore,ATH,W,7,0,80-65,3,-3.0,2:19:00,139.0,N,10079,2025,80,65,0.55,Monday
144,2025-09-07,boxscore,ARI,W,7,4,79-65,3,-3.5,3:10:00,190.0,D,31346,2025,79,65,0.55,Sunday
143,2025-09-06,boxscore,ARI,L,1,5,78-65,3,-4.5,2:29:00,149.0,N,35679,2025,78,65,0.55,Saturday
142,2025-09-05,boxscore,ARI,L,5,10,78-64,3,-4.5,2:50:00,170.0,N,39126,2025,78,64,0.55,Friday
141,2025-09-03,boxscore,CLE,L,1,8,78-63,2,-3.5,2:52:00,172.0,N,36658,2025,78,63,0.55,Wednesday
140,2025-09-02,boxscore,CLE,W,11,7,78-62,2,-2.5,2:26:00,146.0,N,34902,2025,78,62,0.56,Tuesday
139,2025-09-01,boxscore,CLE,W,6,4,77-62,2,-2.5,2:54:00,174.0,D,36021,2025,77,62,0.55,Monday
138,2025-08-31,boxscore,PIT,W,5,2,76-62,3,-3.5,2:29:00,149.0,D,36583,2025,76,62,0.55,Sunday
137,2025-08-30,boxscore,PIT,L,3,10,75-62,3,-3.5,2:48:00,168.0,D,36391,2025,75,62,0.55,Saturday
136,2025-08-29,boxscore,PIT,L,2,4,75-61,3,-3.5,2:31:00,151.0,N,36344,2025,75,61,0.55,Friday
135,2025-08-28,boxscore,BAL,W,3,2,75-60,2,-3.5,2:27:00,147.0,D,15374,2025,75,60,0.56,Thursday
134,2025-08-27,boxscore,BAL,W,3,2,74-60,2,-4.0,2:26:00,146.0,N,16790,2025,74,60,0.55,Wednesday
133,2025-08-26,boxscore,BAL,W,5,0,73-60,2,-4.0,2:25:00,145.0,N,14776,2025,73,60,0.55,Tuesday
132,2025-08-25,boxscore,BAL,W,4,3,72-60,2,-5.0,2:24:00,144.0,N,15740,2025,72,60,0.55,Monday
131,2025-08-24,boxscore,NYY,L,2,7,71-60,2,-5.0,2:49:00,169.0,N,44640,2025,71,60,0.54,Sunday
130,2025-08-23,boxscore,NYY,W,12,1,71-59,2,-5.0,2:49:00,169.0,D,45512,2025,71,59,0.55,Saturday
129,2025-08-22,boxscore,NYY,W,1,0,70-59,2,-5.0,2:38:00,158.0,N,46064,2025,70,59,0.54,Friday
128,2025-08-21,boxscore,NYY,W,6,3,69-59,3,-5.0,3:25:00,205.0,N,47036,2025,69,59,0.54,Thursday
127,2025-08-19,boxscore,BAL,L,3,4,68-59,3,-6.0,3:24:00,204.0,N,37435,2025,68,59,0.54,Tuesday
126,2025-08-18,boxscore,BAL,L,3,6,68-58,2,-5.0,2:50:00,170.0,N,36961,2025,68,58,0.54,Monday
125,2025-08-17,boxscore,MIA,L,3,5,68-57,2,-5.0,2:24:00,144.0,D,35931,2025,68,57,0.54,Sunday
124,2025-08-16,boxscore,MIA,W,7,5,68-56,2,-5.0,2:44:00,164.0,D,36192,2025,68,56,0.55,Saturday
123,2025-08-15,boxscore,MIA,W,2,1,67-56,2,-5.0,2:22:00,142.0,N,36854,2025,67,56,0.54,Friday
122,2025-08-13,boxscore,HOU,L,1,4,66-56,2,-4.5,2:22:00,142.0,N,31048,2025,66,56,0.54,Wednesday
121,2025-08-12,boxscore,HOU,W,14,1,66-55,2,-4.5,2:54:00,174.0,N,34396,2025,66,55,0.55,Tuesday
120,2025-08-11,boxscore,HOU,L,6,7,65-55,2,-4.5,2:42:00,162.0,N,39330,2025,65,55,0.54,Monday
119,2025-08-10,boxscore,SDP,L,2,6,65-54,2,-4.0,3:00:00,180.0,D,43323,2025,65,54,0.55,Sunday
118,2025-08-09,boxscore,SDP,L,4,5,65-53,2,-3.0,3:19:00,199.0,N,42389,2025,65,53,0.55,Saturday
117,2025-08-08,boxscore,SDP,W,10,2,65-52,2,-3.0,2:59:00,179.0,N,44061,2025,65,52,0.56,Friday
116,2025-08-06,boxscore,KCR,L,3,7,64-52,2,-4.0,2:42:00,162.0,N,37012,2025,64,52,0.55,Wednesday
115,2025-08-05,boxscore,KCR,W,6,2,64-51,2,-3.0,2:20:00,140.0,N,37013,2025,64,51,0.56,Tuesday
114,2025-08-04,boxscore,KCR,W,8,5,63-51,2,-3.0,2:57:00,177.0,N,37585,2025,63,51,0.55,Monday
113,2025-08-03,boxscore,HOU,W,6,1,62-51,2,-3.0,2:24:00,144.0,D,36081,2025,62,51,0.55,Sunday
112,2025-08-02,boxscore,HOU,W,7,3,61-51,2,-4.0,2:49:00,169.0,D,36215,2025,61,51,0.54,Saturday
111,2025-08-01,boxscore,HOU,W,2,1,60-51,3,-4.0,2:40:00,160.0,N,36881,2025,60,51,0.54,Friday
110,2025-07-30,boxscore,MIN,W,13,1,59-51,3,-5.0,2:40:00,160.0,D,29146,2025,59,51,0.54,Wednesday
109,2025-07-29,boxscore,MIN,W,8,5,58-51,3,-5.0,2:56:00,176.0,N,27460,2025,58,51,0.53,Tuesday
108,2025-07-28,boxscore,MIN,L,4,5,57-51,3,-6.5,3:03:00,183.0,N,24443,2025,57,51,0.53,Monday
107,2025-07-27,boxscore,LAD,W,4,3,57-50,3,-6.5,2:46:00,166.0,D,35465,2025,57,50,0.53,Sunday
106,2025-07-26,boxscore,LAD,W,4,2,56-50,3,-7.5,2:36:00,156.0,N,36687,2025,56,50,0.53,Saturday
105,2025-07-25,boxscore,LAD,L,2,5,55-50,3,-7.5,2:50:00,170.0,N,36369,2025,55,50,0.52,Friday
104,2025-07-23,boxscore,PHI,W,9,8,55-49,3,-6.0,3:29:00,209.0,N,42601,2025,55,49,0.53,Wednesday
103,2025-07-22,boxscore,PHI,L,1,4,54-49,3,-6.0,2:27:00,147.0,N,43409,2025,54,49,0.52,Tuesday
102,2025-07-21,boxscore,PHI,L,2,3,54-48,3,-6.0,2:40:00,160.0,N,42843,2025,54,48,0.53,Monday
101,2025-07-20,boxscore,CHC,W,6,1,54-47,3,-5.0,2:37:00,157.0,D,40433,2025,54,47,0.53,Sunday
100,2025-07-19,boxscore,CHC,L,0,6,53-47,3,-5.0,2:27:00,147.0,N,40703,2025,53,47,0.53,Saturday
99,2025-07-18,boxscore,CHC,L,1,4,53-46,3,-4.0,2:35:00,155.0,D,41011,2025,53,46,0.54,Friday
98,2025-07-13,boxscore,TBR,W,4,1,53-45,3,-3.0,2:29:00,149.0,D,36497,2025,53,45,0.54,Sunday
97,2025-07-12,boxscore,TBR,W,1,0,52-45,3,-4.0,2:08:00,128.0,D,36453,2025,52,45,0.54,Saturday
96,2025-07-11,boxscore,TBR,W,5,4,51-45,3,-5.0,2:49:00,169.0,N,35452,2025,51,45,0.53,Friday
95,2025-07-10,boxscore,TBR,W,4,3,50-45,4,-5.0,2:16:00,136.0,N,31884,2025,50,45,0.53,Thursday
94,2025-07-09,boxscore,COL,W,10,2,49-45,4,-5.5,2:27:00,147.0,N,31691,2025,49,45,0.52,Wednesday
93,2025-07-08,boxscore,COL,W,10,2,48-45,4,-6.5,2:22:00,142.0,N,30169,2025,48,45,0.52,Tuesday
92,2025-07-07,boxscore,COL,W,9,3,47-45,4,-6.5,2:59:00,179.0,N,32441,2025,47,45,0.51,Monday
91,2025-07-06,boxscore,WSN,W,6,4,46-45,4,-6.5,2:54:00,174.0,D,26771,2025,46,45,0.51,Sunday
90,2025-07-05,boxscore,WSN,W,10,3,45-45,4,-6.5,2:23:00,143.0,D,34319,2025,45,45,0.5,Saturday
89,2025-07-04,boxscore,WSN,W,11,2,44-45,4,-6.5,2:46:00,166.0,D,37355,2025,44,45,0.49,Friday
88,2025-07-02,boxscore,CIN,L,4,8,43-45,4,-6.0,2:47:00,167.0,N,35845,2025,43,45,0.49,Wednesday
87,2025-07-01,boxscore,CIN,W,5,3,43-44,4,-6.0,2:09:00,129.0,D,32355,2025,43,44,0.49,Tuesday
86,2025-06-30,boxscore,CIN,W,13,6,42-44,4,-7.0,2:43:00,163.0,N,35691,2025,42,44,0.49,Monday
85,2025-06-29,boxscore,TOR,L,3,5,41-44,4,-8.0,2:58:00,178.0,D,35214,2025,41,44,0.48,Sunday
84,2025-06-28,boxscore,TOR,W,15,1,41-43,4,-7.0,2:51:00,171.0,D,34927,2025,41,43,0.49,Saturday
83,2025-06-27,boxscore,TOR,L,0,9,40-43,4,-8.0,2:52:00,172.0,N,35719,2025,40,43,0.48,Friday
82,2025-06-25,boxscore,LAA,L,2,5,40-42,4,-7.0,2:50:00,170.0,D,28301,2025,40,42,0.49,Wednesday
81,2025-06-24,boxscore,LAA,L,2,3,40-41,4,-6.0,2:51:00,171.0,N,33115,2025,40,41,0.49,Tuesday
