name,war,w,l,w-l%,era,g,gs,gf,cg,sho,sv,ip,h,r,er,hr,bb,ibb,so,hbp,bk,wp,bf,era+,fip,whip,h9,hr9,bb9,so9,so/bb,season
Team Totals,15.9,78,65,.545,3.62,143,143,143,0,0,39,1272.1,1160,555,512,141,415,8,1219,57,4,29,5337,115,3.73,1.238,8.2,1.0,2.9,8.6,2.94,2026
